query,time
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_19_L1.txt, 0:08.27
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_19_L2.txt, 0:10.05
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_19_L3.txt, 0:04.38
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_19_L4.txt, 0:14.08
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_19_L5.txt, 0:19.88
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_19_S1.txt, 0:01.22
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_19_S2.txt, 0:07.87
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_19_S3.txt, 0:22.17
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_19_S4.txt, 0:22.39
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_19_S5.txt, 0:19.26
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_19_S6.txt, 0:01.77
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_19_S7.txt, 0:00.95
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_1_C1.txt, 0:01.71
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_1_C2.txt, 2:02.24
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_1_C3.txt, 0:44.72
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_1_F1.txt, 0:01.13
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_1_F2.txt, 0:01.49
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_1_F3.txt, 0:01.10
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_1_F4.txt, 0:25.64
watdiv/watdiv/bin/Release/datasets/1M/gen_queries/gen_queries_1_F5.txt, 0:01.49
